1681692777	846930886	1804289383
424238335	1957747793	1714636915
596516649	1649760492	719885386
1350490027	1025202362	1189641421
2044897763	1102520059	783368690
1540383426	1365180540	1967513926
35005211	1303455736	304089172
1726956429	294702567	521595368
278722862	861021530	336465782
468703135	2145174067	233665123
1315634022	1801979802	1101513929
1125898167	1369133069	635723058
628175011	2089018456	1059961393
1653377373	1131176229	1656478042
608413784	1914544919	859484421
1973594324	1734575198	756898537
1129566413	2038664370	149798315
1424268980	412776091	184803526
137806862	749241873	1911759956
135497281	982906996	42999170
1937477084	2084420925	511702305
1159126505	572660336	1827336327
1100661313	1632621729	805750846
84353895	1141616124	1433925857
1998898814	2001100545	939819582
1585990364	610515434	1548233367
1477171087	760313750	1374344043
1889947178	945117276	356426808
491705403	709393584	1780695788
1474612399	752392754	1918502651
1411549676	1264095060	2053999932
1984210012	943947739	1843993368
1469348094	1749698586	855636226
463480570	1036140795	1956297539
317097467	1975960378	2040651434
927612902	1376710097	1892066601
1687926652	603570492	1330573317
485560280	959997301	660260756
1194953865	593209441	402724286
1947346619	364228444	894429689
1063958031	270744729	221558440
2007905771	2114738097	1633108117
1610120709	822890675	1469834481
498777856	631704567	791698927
327254586	524872353	1255179497
1703964683	269455306	1572276965
160051528	1600028624	352406219
1120048829	112805732	2040332871
1713258270	515530019	378409503
2077486715	1409959708	1573363368
200747796	1631518149	1373226340
168002245	1117142618	289700723
990892921	439493451	150122846
1622597488	1231192379	1760243555
2147469841	338888228	111537764
269441500	1911165193	438792350
1869470124	116087764	2142757034
1982275856	8936987	155324914
350322227	387346491	1275373743
1760281936	1960709859	841148365
1244316437	1186452551	771151432
213975407	1476153275	971899228
653468858	1626276121	1139901474
1884661237	1239036029	2130794395
76065818	1350573793	1605908235
1987231011	1789366143	1605894428
2103318776	1784639529	1875335928
2112255763	1939964443	1597322404
352118606	1067854538	1432114613
165344818	1909002904	1782436840
1351797369	532670688	1395235128
680466996	1504569917	492067917
159259470	496987743	706043324
1398295499	480298490	1359512183
601385644	2086206725	1096689772
243268139	1544617505	1172755590
2027907669	1272469786	1012502954
1820388464	722308542	968338082
740759355	6939507	933110197
502278611	1789376348	1285228804
1034949299	1037127828	1450573622
392035568	1529195746	654887343
889023311	87755422	1335354340
1369321801	1447267605	1494613810
1308044878	396473730	745425661
705178736	1569229320	1346811305
1977648522	434248626	1590079444
552473416	1402586708	1470503465
559412924	188213258	1143408282
201305624	1473442062	1884167637
1238433452	776532036	238962600
620145550	1431419379	1273911899
707900973	619290071	1665947468
7684930	2113903881	407487131
404158660	711845894	1776808933
1973387981	2058657199	937370163
260152959	1501252996	1642548899
1662739668	824272813	1472713773
1850952926	1967681095	2025187190
1176911340	1704365084	437116466
1953443376	1943327684	638422090
1237379107	1069755936	1876855542
1856669179	588219756	349517445
1823089412	995706887	1057418418
387451659	625032172	1065103348
298625210	1562402336	1469262009
1799878206	1057467587	1295166342
476667372	382697713	1555319301
296864819	260401255	1070575321
2001229904	697517721	774044599
1797073940	1335939811	1950955939
719346228	1065311705	1756915667
1307565984	1414829150	846811127
155789224	324763920	555996658
780821396	1389867269	231602422
195740084	711645630	619054081
1253207672	2006811972	917679292
1635905385	1414647625	570073850
1896306640	337739299	1046741222
446340713	1111783898	1343606042
1782280524	915256190	1197352298
700108581	524688209	846942590
2114937732	1371499336	1566288819
292218004	1927495994	726371155
1682085273	11614769	882160379
246247255	630668850	1662981776
105575579	1548348142	1858721860
1520223205	2118421993	964445884
1857962504	1017679567	452867621
822262754	213801961	201690613
